order_id,order_date,customer_name,gender,city,product_name,product_category,price,quantity,payment_mode,rating,revenue,platform,month
AMZ000403,2023-03-16,Aaina Mane,Female,Bangalore,Voluptas Dolorem,Beauty,19936,3,Credit Card,1,59808,Amazon,3
AMZ000404,2023-09-22,Damini Bakshi,Female,Delhi,Quam Aut,Electronics,26900,5,Net Banking,3,134500,Amazon,9
AMZ000405,2023-11-30,Fateh Madan,Male,Pune,Deleniti Vel,Electronics,39121,3,Net Banking,2,117363,Amazon,11
AMZ000406,2023-07-11,Madhav Reddy,Female,Pune,Consequatur Odit,Sports,12231,1,Cash on Delivery,3,12231,Amazon,7
AMZ000407,2023-02-03,Misha Bath,Male,Delhi,Eligendi Cumque,Books,32439,5,Net Banking,5,162195,Amazon,2
AMZ000408,2023-11-10,Adira Borah,Male,Hyderabad,Aperiam Qui,Books,29108,2,UPI,5,58216,Amazon,11
AMZ000409,2023-04-06,Urvi Bail,Female,Hyderabad,Voluptatum Ducimus,Beauty,43450,1,UPI,2,43450,Amazon,4
AMZ000410,2023-10-22,Eshani Deep,Male,Mumbai,Vero Eius,Fashion,26282,4,UPI,5,105128,Amazon,10
AMZ000411,2023-05-20,Urvi Ramaswamy,Male,Pune,Quasi Consequatur,Sports,30260,4,Net Banking,1,121040,Amazon,5
AMZ000412,2023-12-13,Ishaan Sekhon,Male,Pune,Porro Fuga,Electronics,9852,1,Cash on Delivery,5,9852,Amazon,12
AMZ000413,2023-07-26,Jivika Guha,Male,Mumbai,Animi Facilis,Beauty,49013,5,UPI,1,245065,Amazon,7
AMZ000414,2023-10-21,Nirvaan Dutta,Male,Pune,At Voluptas,Sports,26515,5,UPI,3,132575,Amazon,10
AMZ000415,2023-06-12,Yakshit Saraf,Male,Pune,Cupiditate Velit,Electronics,37924,4,UPI,1,151696,Amazon,6
AMZ000416,2023-08-20,Eva Varty,Male,Bangalore,Repellat Praesentium,Electronics,41747,5,Net Banking,3,208735,Amazon,8
AMZ000417,2023-11-04,Keya Mall,Female,Chennai,Iure Libero,Beauty,47103,4,Cash on Delivery,3,188412,Amazon,11
AMZ000418,2023-09-17,Akarsh Singh,Male,Kolkata,Commodi Quibusdam,Books,9320,5,Credit Card,4,46600,Amazon,9
AMZ000419,2023-08-26,Pranay Din,Male,Kolkata,Voluptate Mollitia,Books,18046,2,Debit Card,2,36092,Amazon,8
AMZ000420,2023-03-27,Shalv Sawhney,Male,Chennai,Praesentium Necessitatibus,Books,23879,1,Cash on Delivery,3,23879,Amazon,3
AMZ000421,2023-02-05,Urvi Chanda,Female,Hyderabad,Facere Inventore,Electronics,46756,4,UPI,3,187024,Amazon,2
AMZ000422,2023-06-11,Aaryahi Srivastava,Male,Hyderabad,Unde Suscipit,Fashion,7580,1,Cash on Delivery,5,7580,Amazon,6
AMZ000423,2023-09-09,Fateh Dora,Male,Hyderabad,Facere Voluptates,Electronics,43852,2,Debit Card,1,87704,Amazon,9
AMZ000424,2023-08-11,Aaryahi Apte,Male,Pune,Quas Consectetur,Books,13134,3,UPI,3,39402,Amazon,8
AMZ000425,2023-08-26,Madhup Raju,Male,Mumbai,Nulla Nesciunt,Electronics,6623,1,UPI,3,6623,Amazon,8
AMZ000426,2023-05-03,Yuvaan Jain,Female,Chennai,Ab Similique,Books,5549,1,Cash on Delivery,4,5549,Amazon,5
AMZ000427,2023-07-11,Priyansh Khalsa,Female,Bangalore,Cupiditate Facere,Electronics,44109,3,UPI,4,132327,Amazon,7
AMZ000428,2023-01-02,Shanaya Wason,Female,Chennai,Facere Animi,Electronics,14501,5,Credit Card,5,72505,Amazon,1
AMZ000429,2023-04-16,Parinaaz Dara,Female,Mumbai,Quis Laudantium,Sports,44571,2,Cash on Delivery,1,89142,Amazon,4
AMZ000430,2023-01-14,Arnav Subramaniam,Male,Hyderabad,Ex Voluptatum,Electronics,41645,3,Credit Card,3,124935,Amazon,1
AMZ000431,2023-03-25,Tara Bobal,Male,Chennai,Quisquam Ratione,Books,28065,2,Net Banking,1,56130,Amazon,3
AMZ000432,2023-08-29,Mishti Som,Female,Delhi,Dolor Sunt,Beauty,25262,5,Debit Card,4,126310,Amazon,8
AMZ000433,2023-02-01,Taimur Kara,Female,Pune,In Alias,Fashion,20217,2,Credit Card,3,40434,Amazon,2
AMZ000434,2023-07-05,Taran Deep,Male,Hyderabad,Eaque Vitae,Beauty,49350,4,Net Banking,5,197400,Amazon,7
AMZ000435,2023-04-20,Zoya Dalal,Male,Kolkata,Dolorem Quos,Fashion,4943,2,Credit Card,5,9886,Amazon,4
AMZ000436,2023-11-16,Anahi Ahluwalia,Male,Pune,Iure Cumque,Home & Kitchen,15839,3,Debit Card,4,47517,Amazon,11
AMZ000437,2023-08-15,Sara Reddy,Female,Pune,Numquam Dignissimos,Electronics,37450,4,Debit Card,3,149800,Amazon,8
AMZ000438,2023-12-04,Kaira Saxena,Female,Pune,Aliquid Voluptates,Electronics,16161,3,Debit Card,2,48483,Amazon,12
AMZ000439,2023-04-24,Darshit Kanda,Female,Kolkata,Saepe Totam,Home & Kitchen,35639,2,Credit Card,3,71278,Amazon,4
AMZ000440,2023-12-24,Shray Kata,Male,Pune,Amet Laborum,Electronics,21577,4,UPI,5,86308,Amazon,12
AMZ000441,2023-01-21,Lavanya Varty,Male,Pune,Cumque Reprehenderit,Electronics,4550,1,Net Banking,5,4550,Amazon,1
AMZ000442,2023-09-02,Shayak Dar,Male,Delhi,Iure Alias,Electronics,39536,4,Net Banking,5,158144,Amazon,9
AMZ000443,2023-11-18,Jayan Ramakrishnan,Male,Hyderabad,Nam Aliquam,Sports,37847,2,Debit Card,4,75694,Amazon,11
AMZ000444,2023-09-18,Veer Samra,Male,Kolkata,Quisquam Placeat,Books,49727,1,UPI,3,49727,Amazon,9
AMZ000445,2023-03-16,Saira Bhat,Female,Hyderabad,Earum Ducimus,Home & Kitchen,37777,1,Debit Card,2,37777,Amazon,3
AMZ000446,2023-02-09,Abram Bandi,Female,Delhi,Eligendi Illum,Beauty,39589,3,UPI,4,118767,Amazon,2
AMZ000447,2023-07-09,Devansh Acharya,Male,Mumbai,Saepe Doloribus,Beauty,16534,4,Cash on Delivery,3,66136,Amazon,7
AMZ000448,2023-08-11,Neysa Bhattacharyya,Male,Bangalore,Inventore Eligendi,Sports,14377,5,Net Banking,4,71885,Amazon,8
AMZ000449,2023-03-31,Lakshay Mane,Female,Delhi,Molestiae Nulla,Sports,18411,1,Credit Card,5,18411,Amazon,3
AMZ000450,2023-06-05,Anya Joshi,Male,Chennai,Veniam Iusto,Books,35440,1,Net Banking,2,35440,Amazon,6
AMZ000451,2023-12-05,Baiju Seth,Male,Chennai,Explicabo Ea,Electronics,26183,1,Debit Card,4,26183,Amazon,12
AMZ000452,2023-03-29,Sumer Vig,Male,Mumbai,Accusantium Recusandae,Books,6163,4,Credit Card,3,24652,Amazon,3
AMZ000453,2023-12-23,Raunak Khatri,Female,Mumbai,Deserunt Officia,Books,41226,2,Cash on Delivery,3,82452,Amazon,12
AMZ000454,2023-11-17,Anahita Kadakia,Male,Hyderabad,Veritatis Omnis,Beauty,5470,3,Debit Card,1,16410,Amazon,11
AMZ000455,2023-11-27,Madhav Butala,Male,Mumbai,Itaque Dolor,Books,3090,3,UPI,2,9270,Amazon,11
AMZ000456,2023-10-27,Sara Bobal,Female,Mumbai,Aut Eveniet,Electronics,37267,1,Cash on Delivery,3,37267,Amazon,10
AMZ000457,2023-01-12,Advika Sharaf,Male,Kolkata,Nulla Exercitationem,Books,28139,4,Net Banking,4,112556,Amazon,1
AMZ000458,2023-05-16,Trisha Gokhale,Male,Delhi,Esse Dolor,Fashion,47754,1,Net Banking,5,47754,Amazon,5
AMZ000459,2023-06-10,Anaya Sachdev,Male,Bangalore,Incidunt Fugit,Home & Kitchen,20840,2,Debit Card,3,41680,Amazon,6
AMZ000460,2023-08-20,Sumer Srinivas,Female,Bangalore,Impedit Officia,Electronics,14167,5,Net Banking,5,70835,Amazon,8
AMZ000461,2023-06-08,Ahana  Bail,Female,Kolkata,Necessitatibus Beatae,Books,19672,2,Cash on Delivery,3,39344,Amazon,6
AMZ000462,2023-01-26,Hrishita Dani,Female,Chennai,Officia Dolorum,Beauty,41638,3,Credit Card,2,124914,Amazon,1
AMZ000463,2023-03-18,Stuvan Lalla,Male,Kolkata,Et Molestias,Home & Kitchen,3604,2,Cash on Delivery,5,7208,Amazon,3
AMZ000464,2023-10-25,Rati Behl,Female,Bangalore,Inventore Impedit,Electronics,4024,2,Net Banking,3,8048,Amazon,10
AMZ000465,2023-09-28,Emir Dutta,Female,Pune,Autem Quae,Electronics,39766,5,UPI,1,198830,Amazon,9
AMZ000466,2023-09-03,Ela Dixit,Male,Bangalore,Similique Excepturi,Fashion,10542,2,Debit Card,4,21084,Amazon,9
AMZ000467,2023-12-27,Ayesha Sankaran,Male,Delhi,Aliquam Amet,Electronics,28297,3,Credit Card,5,84891,Amazon,12
AMZ000468,2023-04-15,Jivika Chhabra,Male,Delhi,Iste Quod,Beauty,28212,3,Debit Card,2,84636,Amazon,4
AMZ000469,2023-12-20,Arnav Jhaveri,Female,Chennai,Qui Recusandae,Books,26399,5,Net Banking,1,131995,Amazon,12
AMZ000470,2023-12-17,Raunak Dugar,Female,Chennai,Voluptate Autem,Books,4137,2,Debit Card,5,8274,Amazon,12
AMZ000471,2023-05-13,Kaira Lall,Male,Chennai,Officiis Alias,Beauty,14149,3,Cash on Delivery,2,42447,Amazon,5
AMZ000472,2023-02-18,Badal Dass,Male,Bangalore,Odit Eos,Fashion,11076,4,Net Banking,3,44304,Amazon,2
AMZ000473,2023-11-07,Amani Chopra,Male,Mumbai,Et Recusandae,Books,26598,5,Debit Card,4,132990,Amazon,11
AMZ000474,2023-09-02,Onkar Deep,Male,Kolkata,Reprehenderit Quae,Fashion,39485,2,UPI,4,78970,Amazon,9
AMZ000475,2023-10-22,Hazel Sule,Male,Mumbai,Facilis Hic,Beauty,22560,2,Debit Card,3,45120,Amazon,10
AMZ000476,2023-11-29,Zaina Johal,Male,Hyderabad,Vero Illum,Fashion,26408,3,Net Banking,5,79224,Amazon,11
AMZ000477,2023-10-10,Nakul Vora,Female,Bangalore,Sint Itaque,Home & Kitchen,31874,1,Net Banking,3,31874,Amazon,10
AMZ000478,2023-03-27,Renee Kulkarni,Female,Hyderabad,Ipsam Voluptatem,Beauty,11695,5,Credit Card,4,58475,Amazon,3
AMZ000479,2023-10-05,Dishani Majumdar,Female,Delhi,Quaerat Reprehenderit,Fashion,27655,3,Cash on Delivery,1,82965,Amazon,10
AMZ000480,2023-12-13,Manikya Kuruvilla,Male,Delhi,Soluta Incidunt,Beauty,3658,5,Debit Card,4,18290,Amazon,12
AMZ000481,2023-11-28,Jhanvi Kari,Female,Mumbai,Dolorem Aspernatur,Fashion,4835,4,Debit Card,3,19340,Amazon,11
AMZ000482,2023-08-25,Pihu Ganesh,Female,Chennai,Quidem Praesentium,Sports,19751,2,UPI,3,39502,Amazon,8
AMZ000483,2023-07-26,Ahana  Shanker,Female,Pune,Necessitatibus Corporis,Fashion,33029,5,Cash on Delivery,3,165145,Amazon,7
AMZ000484,2023-11-01,Zeeshan Warrior,Female,Chennai,Debitis Omnis,Sports,48382,5,Cash on Delivery,4,241910,Amazon,11
AMZ000485,2023-12-10,Nirvi Shroff,Female,Bangalore,Nobis Aut,Beauty,29340,1,Debit Card,3,29340,Amazon,12
AMZ000486,2023-03-06,Pari Kaul,Female,Bangalore,Rem Esse,Sports,17079,5,Credit Card,2,85395,Amazon,3
AMZ000487,2023-08-29,Shray Ramanathan,Female,Mumbai,Quae Doloribus,Home & Kitchen,25618,5,Credit Card,5,128090,Amazon,8
AMZ000488,2023-10-04,Dhanush Sodhi,Male,Pune,Adipisci Repellendus,Beauty,19000,4,Debit Card,3,76000,Amazon,10
AMZ000489,2023-10-15,Yasmin Jha,Male,Hyderabad,Quos Cumque,Books,35518,2,Cash on Delivery,3,71036,Amazon,10
AMZ000490,2023-01-07,Miraya Sem,Male,Delhi,Porro Officia,Books,39967,2,Debit Card,2,79934,Amazon,1
AMZ000491,2023-03-16,Shayak Gaba,Male,Mumbai,Ea At,Home & Kitchen,18894,3,Debit Card,4,56682,Amazon,3
AMZ000492,2023-08-31,Advik Taneja,Male,Delhi,Error Numquam,Beauty,601,5,Cash on Delivery,5,3005,Amazon,8
AMZ000493,2023-05-01,Tara Sandhu,Female,Hyderabad,Ratione Nulla,Sports,45760,5,Credit Card,1,228800,Amazon,5
AMZ000494,2023-08-15,Advik Kashyap,Male,Hyderabad,Asperiores Aut,Sports,21669,4,Debit Card,5,86676,Amazon,8
AMZ000495,2023-02-03,Ishaan Wadhwa,Male,Mumbai,Ratione Architecto,Sports,33367,5,Cash on Delivery,4,166835,Amazon,2
AMZ000496,2023-06-10,Aarav Ravel,Male,Kolkata,Nulla Accusantium,Home & Kitchen,39092,5,Cash on Delivery,2,195460,Amazon,6
AMZ000497,2023-12-20,Advik Chada,Female,Pune,Aspernatur Fugit,Beauty,32763,1,Debit Card,3,32763,Amazon,12
AMZ000498,2023-10-13,Devansh Maharaj,Female,Delhi,Architecto Animi,Books,11374,2,Credit Card,4,22748,Amazon,10
AMZ000499,2023-05-01,Neelofar Tandon,Male,Bangalore,Quibusdam Eveniet,Fashion,47989,2,Credit Card,4,95978,Amazon,5
AMZ000500,2023-11-13,Tara Halder,Female,Pune,Exercitationem Totam,Fashion,4697,5,Net Banking,1,23485,Amazon,11
AMZ000501,2023-01-11,Parinaaz Suri,Female,Pune,A Itaque,Fashion,18849,3,Cash on Delivery,3,56547,Amazon,1
AMZ000502,2023-07-31,Anika Gola,Female,Bangalore,Aspernatur Assumenda,Fashion,47238,1,Credit Card,4,47238,Amazon,7
AMZ000503,2023-04-17,Ayesha Vohra,Female,Pune,Eveniet Beatae,Home & Kitchen,48902,3,Net Banking,1,146706,Amazon,4
AMZ000504,2023-03-14,Keya Jani,Female,Chennai,Officiis Cupiditate,Books,31942,3,Credit Card,4,95826,Amazon,3
AMZ000505,2023-12-01,Adah Desai,Female,Delhi,Repellendus Assumenda,Books,40384,5,Cash on Delivery,3,201920,Amazon,12
AMZ000506,2023-10-18,Kimaya Gulati,Male,Pune,Earum Vitae,Fashion,41708,4,Credit Card,3,166832,Amazon,10
AMZ000507,2023-02-09,Adira Sinha,Male,Hyderabad,Magni Reiciendis,Beauty,38392,5,Net Banking,4,191960,Amazon,2
AMZ000508,2023-09-26,Diya Thaman,Female,Hyderabad,Quasi Quasi,Electronics,34510,1,Net Banking,2,34510,Amazon,9
AMZ000509,2023-09-08,Aarav Johal,Male,Delhi,Nam Atque,Beauty,3175,2,UPI,5,6350,Amazon,9
AMZ000510,2023-10-01,Urvi Bhatia,Female,Mumbai,Quas Iusto,Beauty,10505,1,Debit Card,4,10505,Amazon,10
AMZ000511,2023-08-26,Ojas Saxena,Male,Delhi,Adipisci Quisquam,Home & Kitchen,37013,3,Credit Card,3,111039,Amazon,8
AMZ000512,2023-03-29,Veer Dyal,Male,Chennai,Nesciunt Quia,Fashion,27815,1,Cash on Delivery,5,27815,Amazon,3
AMZ000513,2023-02-08,Jivika Contractor,Male,Hyderabad,Reprehenderit Laborum,Home & Kitchen,48729,1,Debit Card,3,48729,Amazon,2
AMZ000514,2023-03-23,Vivaan Bhasin,Male,Pune,Reiciendis Animi,Sports,35225,5,Cash on Delivery,1,176125,Amazon,3
AMZ000515,2023-10-02,Tejas Bhargava,Male,Bangalore,Vel Quas,Books,12647,3,Debit Card,2,37941,Amazon,10
AMZ000516,2023-01-05,Shalv Raval,Female,Hyderabad,Iusto Saepe,Sports,8579,4,UPI,1,34316,Amazon,1
AMZ000517,2023-02-06,Shlok Kanda,Male,Kolkata,Id Quas,Fashion,22913,2,Net Banking,3,45826,Amazon,2
AMZ000518,2023-08-26,Suhana Shan,Male,Hyderabad,Ea Beatae,Electronics,36439,3,UPI,5,109317,Amazon,8
AMZ000519,2023-04-30,Anya Mannan,Female,Pune,Ipsam Nostrum,Books,38993,1,Net Banking,4,38993,Amazon,4
AMZ000520,2023-07-31,Trisha Chhabra,Male,Delhi,Sunt Voluptatum,Fashion,29631,1,UPI,5,29631,Amazon,7
AMZ000521,2023-04-13,Sumer Mane,Female,Bangalore,Placeat Nobis,Sports,11040,2,Credit Card,1,22080,Amazon,4
AMZ000522,2023-06-24,Kismat Malhotra,Male,Hyderabad,Quisquam Aliquid,Sports,3056,2,UPI,1,6112,Amazon,6
AMZ000523,2023-11-04,Baiju Saraf,Male,Kolkata,Fugit Quae,Books,40678,1,Net Banking,2,40678,Amazon,11
AMZ000524,2023-07-24,Reyansh Bhagat,Male,Pune,Commodi Iure,Electronics,35140,3,Net Banking,5,105420,Amazon,7
AMZ000525,2023-02-16,Kanav Kulkarni,Female,Mumbai,Ab Saepe,Beauty,37570,1,Debit Card,4,37570,Amazon,2
AMZ000526,2023-01-30,Pranay Raja,Female,Delhi,Officia Iusto,Sports,27761,2,UPI,2,55522,Amazon,1
AMZ000527,2023-03-12,Mishti Tata,Female,Chennai,Dolor Quaerat,Sports,490,5,Net Banking,1,2450,Amazon,3
AMZ000528,2023-03-06,Sahil Dayal,Male,Chennai,Animi Minus,Home & Kitchen,30038,2,UPI,3,60076,Amazon,3
AMZ000529,2023-02-19,Suhana Dar,Female,Chennai,Impedit Et,Beauty,1427,5,Credit Card,4,7135,Amazon,2
AMZ000530,2023-06-21,Trisha Raj,Male,Hyderabad,Est Dicta,Electronics,19164,1,Cash on Delivery,3,19164,Amazon,6
AMZ000531,2023-02-01,Shlok Gade,Male,Kolkata,Error Pariatur,Fashion,7538,4,UPI,5,30152,Amazon,2
AMZ000532,2023-09-14,Onkar Ray,Male,Mumbai,Enim Alias,Sports,13584,1,UPI,3,13584,Amazon,9
AMZ000533,2023-04-22,Ishita Koshy,Female,Mumbai,Veritatis Sit,Beauty,11144,2,Debit Card,4,22288,Amazon,4
AMZ000534,2023-09-12,Piya Sane,Female,Mumbai,Deserunt Minus,Beauty,7195,3,Debit Card,1,21585,Amazon,9
AMZ000535,2023-04-12,Anvi Khosla,Female,Bangalore,Expedita Quo,Sports,40757,2,UPI,1,81514,Amazon,4
AMZ000536,2023-09-22,Vihaan Chawla,Male,Bangalore,Exercitationem Commodi,Beauty,18807,4,Debit Card,2,75228,Amazon,9
AMZ000537,2023-01-23,Siya Sibal,Female,Hyderabad,Minus Nihil,Electronics,11791,1,Net Banking,4,11791,Amazon,1
AMZ000538,2023-09-06,Alia Chaudhari,Male,Mumbai,Neque Nam,Electronics,45124,3,Debit Card,3,135372,Amazon,9
AMZ000539,2023-06-13,Anvi Sekhon,Female,Mumbai,Sequi Molestias,Beauty,39222,1,Net Banking,4,39222,Amazon,6
AMZ000540,2023-04-10,Ranbir Subramanian,Female,Pune,Velit Pariatur,Home & Kitchen,17707,4,Net Banking,2,70828,Amazon,4
AMZ000541,2023-10-02,Yuvraj  Badal,Male,Mumbai,Hic Molestias,Beauty,23621,4,Net Banking,4,94484,Amazon,10
AMZ000542,2023-12-01,Manikya Sengupta,Female,Delhi,At Hic,Electronics,44892,4,Cash on Delivery,2,179568,Amazon,12
AMZ000543,2023-12-22,Nirvaan Sami,Female,Bangalore,Aperiam Iure,Beauty,39580,3,Debit Card,4,118740,Amazon,12
AMZ000544,2023-08-22,Darshit Sagar,Male,Mumbai,Fugiat Repellat,Home & Kitchen,16498,5,Credit Card,4,82490,Amazon,8
AMZ000545,2023-12-25,Purab Sheth,Female,Hyderabad,Culpa Itaque,Fashion,23227,2,UPI,5,46454,Amazon,12
AMZ000546,2023-04-29,Jayan Srinivasan,Female,Delhi,Aspernatur Natus,Books,45051,1,Cash on Delivery,2,45051,Amazon,4
AMZ000547,2023-12-12,Drishya Shukla,Female,Delhi,Officiis Error,Fashion,15644,4,Debit Card,4,62576,Amazon,12
AMZ000548,2023-02-22,Bhavin Chada,Female,Delhi,Placeat Illum,Books,45418,5,Cash on Delivery,1,227090,Amazon,2
AMZ000549,2023-05-28,Ranbir Goda,Male,Chennai,Numquam Tenetur,Beauty,22707,5,Credit Card,2,113535,Amazon,5
AMZ000550,2023-02-07,Amani Dora,Female,Hyderabad,Et Et,Home & Kitchen,13232,3,UPI,1,39696,Amazon,2
AMZ000551,2023-07-17,Faiyaz Loke,Male,Mumbai,Rem Iusto,Home & Kitchen,1341,5,Cash on Delivery,2,6705,Amazon,7
AMZ000552,2023-06-15,Indrajit Saini,Male,Pune,Natus Cum,Books,22195,3,Net Banking,4,66585,Amazon,6
AMZ000553,2023-06-28,Ritvik Basu,Female,Hyderabad,Aliquid Aliquam,Beauty,41506,4,Net Banking,2,166024,Amazon,6
AMZ000554,2023-01-21,Vidur Bhandari,Female,Kolkata,Quam Qui,Fashion,18436,5,Net Banking,3,92180,Amazon,1
AMZ000555,2023-08-02,Samiha Choudhry,Male,Delhi,Quam Consequuntur,Beauty,10009,2,Net Banking,5,20018,Amazon,8
AMZ000556,2023-03-21,Kaira Badal,Male,Pune,Harum Veniam,Beauty,20017,2,Cash on Delivery,1,40034,Amazon,3
AMZ000557,2023-11-02,Vedika Sarin,Female,Pune,Corporis Dicta,Beauty,18444,1,Net Banking,3,18444,Amazon,11
AMZ000558,2023-04-10,Ehsaan Bains,Male,Delhi,Impedit Explicabo,Books,36165,5,UPI,2,180825,Amazon,4
AMZ000559,2023-09-21,Prisha Rajagopalan,Female,Kolkata,Doloremque Necessitatibus,Fashion,3052,1,Net Banking,2,3052,Amazon,9
AMZ000560,2023-06-20,Emir Raman,Female,Hyderabad,Repudiandae Accusantium,Fashion,4124,2,Credit Card,4,8248,Amazon,6
AMZ000561,2023-06-21,Tarini Jani,Male,Kolkata,Sapiente Ex,Electronics,549,3,UPI,4,1647,Amazon,6
AMZ000562,2023-01-17,Anaya Ravi,Male,Bangalore,Repellat Quis,Sports,26157,4,Credit Card,5,104628,Amazon,1
AMZ000563,2023-12-26,Aniruddh Bahl,Female,Chennai,Neque Aliquid,Electronics,31820,4,Net Banking,4,127280,Amazon,12
AMZ000564,2023-03-31,Drishya Sant,Male,Delhi,Ratione Esse,Books,45010,2,Credit Card,3,90020,Amazon,3
AMZ000565,2023-12-16,Shaan Tailor,Male,Mumbai,Ex Accusamus,Fashion,31968,4,Cash on Delivery,2,127872,Amazon,12
AMZ000566,2023-05-26,Tarini Sarin,Female,Hyderabad,Incidunt Nostrum,Books,13027,1,Debit Card,3,13027,Amazon,5
AMZ000567,2023-04-26,Fateh Mand,Female,Hyderabad,Facere Fugit,Sports,46263,3,Net Banking,2,138789,Amazon,4
AMZ000568,2023-06-01,Dishani Jha,Male,Hyderabad,Hic Deserunt,Electronics,45337,2,Cash on Delivery,5,90674,Amazon,6
AMZ000569,2023-05-24,Trisha Bansal,Female,Chennai,Labore Aliquid,Books,32690,1,Net Banking,1,32690,Amazon,5
AMZ000570,2023-07-02,Miraya Badami,Female,Hyderabad,Ducimus Beatae,Electronics,12076,1,Net Banking,3,12076,Amazon,7
AMZ000571,2023-10-06,Madhav Mand,Female,Kolkata,Expedita Porro,Electronics,19538,2,Net Banking,4,39076,Amazon,10
AMZ000572,2023-06-28,Miraan Sinha,Male,Chennai,Cumque Nesciunt,Sports,839,1,Credit Card,1,839,Amazon,6
AMZ000573,2023-02-23,Lavanya Bhat,Female,Chennai,Perferendis Vel,Beauty,24417,2,Cash on Delivery,1,48834,Amazon,2
AMZ000574,2023-01-31,Anahita Kota,Female,Delhi,Vel Laudantium,Home & Kitchen,26537,4,Net Banking,2,106148,Amazon,1
AMZ000575,2023-01-27,Kimaya Roy,Male,Kolkata,Repellat Fugiat,Fashion,6860,5,Net Banking,4,34300,Amazon,1
AMZ000576,2023-07-15,Hiran Chhabra,Male,Bangalore,Tempore Inventore,Electronics,23141,1,Cash on Delivery,3,23141,Amazon,7
AMZ000577,2023-09-04,Neysa Barad,Male,Mumbai,Quo Sequi,Beauty,20055,4,Net Banking,5,80220,Amazon,9
AMZ000578,2023-04-12,Kimaya Singh,Male,Mumbai,Doloremque Maiores,Books,44681,2,Debit Card,1,89362,Amazon,4
AMZ000579,2023-05-12,Himmat Salvi,Male,Chennai,Accusamus Eligendi,Beauty,46794,1,Debit Card,1,46794,Amazon,5
AMZ000580,2023-12-27,Jivika Chander,Male,Hyderabad,Nostrum Fuga,Beauty,40634,1,Net Banking,5,40634,Amazon,12
AMZ000581,2023-01-28,Ivana Datta,Female,Delhi,Porro Aut,Fashion,44660,5,Net Banking,5,223300,Amazon,1
AMZ000582,2023-01-19,Advik Verma,Male,Mumbai,Optio Velit,Home & Kitchen,19016,3,UPI,1,57048,Amazon,1
AMZ000583,2023-12-19,Dhruv Badami,Female,Pune,Culpa Voluptatum,Home & Kitchen,45950,5,Net Banking,1,229750,Amazon,12
AMZ000584,2023-09-15,Divij Setty,Male,Bangalore,Tempora Incidunt,Electronics,16967,1,UPI,3,16967,Amazon,9
AMZ000585,2023-01-27,Nishith Bhargava,Male,Delhi,Quod Temporibus,Fashion,29780,4,Credit Card,4,119120,Amazon,1
AMZ000586,2023-11-10,Misha Gara,Female,Delhi,Voluptates Voluptatibus,Books,30757,1,Cash on Delivery,5,30757,Amazon,11
AMZ000587,2023-04-08,Samar Wadhwa,Male,Delhi,Molestiae Tempore,Books,9563,2,Debit Card,1,19126,Amazon,4
AMZ000588,2023-03-04,Vanya Gole,Male,Chennai,Temporibus Facilis,Beauty,14597,4,Credit Card,4,58388,Amazon,3
AMZ000589,2023-04-01,Nitya Sinha,Male,Bangalore,Dicta Nisi,Electronics,29820,1,Debit Card,4,29820,Amazon,4
AMZ000590,2023-03-01,Yakshit Biswas,Female,Bangalore,Doloremque Impedit,Beauty,30234,1,UPI,1,30234,Amazon,3
AMZ000591,2023-10-02,Divit Rattan,Male,Kolkata,Tempora Eaque,Home & Kitchen,25060,3,UPI,3,75180,Amazon,10
AMZ000592,2023-01-13,Divyansh Mangat,Male,Bangalore,Odit Minus,Fashion,9186,1,Net Banking,1,9186,Amazon,1
AMZ000593,2023-12-08,Ivan Anand,Female,Chennai,Similique Incidunt,Sports,20668,2,Cash on Delivery,4,41336,Amazon,12
AMZ000594,2023-03-25,Diya Bath,Male,Delhi,Accusantium Nihil,Sports,49437,1,Cash on Delivery,4,49437,Amazon,3
AMZ000595,2023-05-09,Piya Gade,Female,Delhi,Vel Quod,Beauty,8806,2,Debit Card,4,17612,Amazon,5
AMZ000596,2023-11-13,Nakul Ghosh,Male,Pune,Aspernatur Exercitationem,Electronics,17141,4,Debit Card,1,68564,Amazon,11
AMZ000597,2023-12-24,Tarini Shere,Female,Bangalore,Fugiat Aut,Books,13734,4,Cash on Delivery,4,54936,Amazon,12
AMZ000598,2023-03-24,Keya Dutt,Male,Delhi,Laborum Vel,Books,26188,3,UPI,4,78564,Amazon,3
AMZ000599,2023-10-03,Chirag Shan,Female,Pune,Mollitia Sequi,Books,19272,3,Cash on Delivery,2,57816,Amazon,10
AMZ000600,2023-05-13,Nitya Ganesan,Male,Kolkata,Saepe Voluptates,Beauty,11066,4,UPI,1,44264,Amazon,5
AMZ000601,2023-08-08,Arnav Yohannan,Female,Mumbai,Ipsum Quisquam,Beauty,44531,5,Debit Card,1,222655,Amazon,8
AMZ000602,2023-06-22,Sana Chana,Female,Chennai,Error Perferendis,Fashion,13978,2,Cash on Delivery,3,27956,Amazon,6
AMZ000603,2023-02-03,Inaaya  Dugar,Female,Delhi,Ea Odio,Home & Kitchen,31312,2,Net Banking,4,62624,Amazon,2
AMZ000604,2023-06-15,Vritika Rattan,Female,Pune,Consequatur Eos,Sports,46236,1,Cash on Delivery,2,46236,Amazon,6
AMZ000605,2023-04-07,Nitara Konda,Female,Delhi,Reprehenderit Quae,Beauty,24763,2,UPI,5,49526,Amazon,4
